GENE,CHR,START,STOP,STRAND,SIZE
RP11-487E1.1,1,21202630,21203014,-,385
RP11-487E1.2,1,21272719,21272833,-,115
RP11-628K18.1,1,21360555,21361161,+,607
AL031005.1,1,21375646,21375709,-,64
ECE1,1,21416327,21544584,-,128258
RP3-329E20.2,1,21465162,21466331,+,1170
RP5-1071N3.1,1,21492370,21498854,+,6485
PPP1R11P1,1,21597067,21597442,+,376
RP11-293F5.8,1,21610540,21612373,-,1834
RP11-293F5.1,1,21614978,21616572,+,1595
NBPF2P,1,21623705,21627047,-,3343
HS6ST1P1,1,21627383,21628617,+,1235
CROCCP5,1,21633398,21636638,+,3241
NBPF3,1,21639208,21684085,+,44878
PFN1P10,1,21658836,21659162,-,327
ALPL,1,21708445,21777492,+,69048
RP11-63N8.3,1,21785552,21790267,+,4716
AL359815.1,1,21791491,21791628,-,138
RAP1GAP,1,21795295,21868388,-,73094
USP48,1,21877378,21982686,-,105309
RP11-132G19.3,1,21967349,21967655,+,307
LDLRAD2,1,22011345,22024301,+,12957
HSPG2,1,22021325,22136377,-,115053
RP11-26H16.1,1,22107178,22107660,+,483
CELA3B,1,22176101,22197722,+,21622
Metazoa_SRP,1,22178031,22178316,-,286
Metazoa_SRP,1,22186561,22186855,+,295
U6,1,22186896,22186999,+,104
CELA3A,1,22200736,22211619,+,10884
Metazoa_SRP,1,22202665,22202948,-,284
Metazoa_SRP,1,22209730,22210024,+,295
U6,1,22210065,22210168,+,104
RP1-224A6.3,1,22223074,22224048,-,975
LINC00339,1,22224268,22230303,+,6036
CDC42,1,22251707,22292024,+,40318
CDC42-IT1,1,22258277,22263279,+,5003
WNT4,1,22319048,22343049,-,24002
MIR4418,1,22465319,22465380,+,62
RP11-415K20.1,1,22521920,22522411,-,492
ZBTB40,1,22650931,22730237,+,79307
ZBTB40-IT1,1,22716554,22718788,+,2235
EPHA8,1,22762644,22802674,+,40031
C1QA,1,22835586,22838688,+,3103
C1QC,1,22842710,22847190,+,4481
C1QB,1,22851842,22860618,+,8777
EPHB2,1,22909919,23114405,+,204487
MIR4684,1,22918597,22918678,+,82
AL611946.1,1,22947897,22947991,-,95
RP11-69E9.1,1,23034793,23035929,-,1137
MIR4253,1,23062239,23062306,-,68
LACTBL1,1,23152123,23164418,-,12296
RP4-805N21.1,1,23209914,23214930,-,5017
KDM1A,1,23218528,23282769,+,64242
RP1-184J9.2,1,23219227,23287138,-,67912
MIR3115,1,23243385,23243452,+,68
MIR4419A,1,23256938,23257014,-,77
LUZP1,1,23283103,23376888,-,93786
RP5-979D14.1,1,23339405,23340222,+,818
U6,1,23361784,23361890,+,107
U6,1,23363033,23363133,+,101
HTR1D,1,23389580,23393809,-,4230
RP5-1057J7.1,1,23443845,23444304,+,460
RP5-1057J7.6,1,23480389,23485832,-,5444
HNRNPR,1,23502851,23543416,-,40566
ZNF436,1,23558528,23568522,-,9995
C1orf213,1,23568077,23570919,+,2843
Y_RNA,1,23569334,23569426,+,93
TCEA3,1,23580141,23623820,-,43680
RP4-654C18.1,1,23609912,23611226,+,1315
ASAP3,1,23627643,23683272,-,55630
E2F2,1,23705509,23730299,-,24791
RP1-150O5.3,1,23748217,23749993,-,1777
ID3,1,23756996,23758872,-,1877
MDS2,1,23780572,23839645,+,59074
RP11-223J15.2,1,23869371,23879336,+,9966
RPL11,1,23890856,23895502,+,4647
RP5-886K2.1,1,23904878,23906011,-,1134
Metazoa_SRP,1,23935687,23935967,-,281
TCEB3,1,23942232,23961136,+,18905
RP5-886K2.3,1,23959459,23977364,-,17906
PITHD1,1,23977482,23987309,+,9828
LYPLA2,1,23990047,23994616,+,4570
GALE,1,23994676,23999858,-,5183
HMGCL,1,24000962,24037697,-,36736
FUCA1,1,24044154,24067371,-,23218
CNR2,1,24069603,24158136,-,88534
Metazoa_SRP,1,24080871,24081162,-,292
snoU13,1,24081332,24081429,+,98
RP11-4M23.2,1,24100548,24101814,-,1267
RP11-4M23.3,1,24106188,24106962,-,775
MIR378F,1,24128147,24128224,+,78
RP11-4M23.4,1,24148093,24148460,-,368
PNRC2,1,24158186,24162539,+,4354
SRSF10,1,24163881,24180004,-,16124
RP11-4M23.7,1,24206958,24207596,-,639
RP11-293P20.2,1,24239912,24285876,+,45965
MYOM3,1,24255112,24311252,-,56141
RP11-293P20.3,1,24255173,24283209,-,28037
RP11-293P20.4,1,24265851,24282642,+,16792
IL22RA1,1,24318848,24342198,-,23351
IFNLR1,1,24353234,24387036,-,33803
RP11-10N16.2,1,24399317,24410770,+,11454
AL590683.1,1,24426994,24427107,+,114
AL590683.2,1,24478844,24478932,-,89
RP11-10N16.3,1,24506633,24520978,-,14346
GRHL3,1,24518399,24563559,+,45161
STPG1,1,24556076,24616011,-,59936
NIPAL3,1,24614871,24672053,+,57183
RCAN3,1,24701974,24736093,+,34120
Metazoa_SRP,1,24728532,24728791,-,260
RP4-594I10.3,1,24737879,24755102,-,17224
NCMAP,1,24755189,24808406,+,53218
RP11-496D1.2,1,24762705,24763052,+,348
Y_RNA,1,24824489,24824591,-,103
SRRM1,1,24830794,24872345,+,41552
snoU13,1,24866061,24866165,-,105
CLIC4,1,24944435,25043402,+,98968
U6,1,24976951,24977057,-,107
RUNX3,1,25098589,25164199,-,65611
RP11-84D1.1,1,25160423,25162175,+,1753
RP11-84D1.2,1,25167501,25169943,-,2443
MIR4425,1,25222581,25222664,+,84
RP4-799D16.1,1,25242785,25312198,-,69414
RP4-781L3.1,1,25324131,25324532,-,402
RP4-706G24.1,1,25407217,25407947,+,731
SYF2,1,25421757,25431580,-,9824
C1orf63,1,25441315,25537291,-,95977
RP3-465N24.5,1,25465180,25466214,-,1035
RHD,1,25471471,25529523,+,58053
SDHDP6,1,25493242,25493721,-,480
RP11-335G20.7,1,25535507,25536543,-,1037
TMEM50A,1,25536995,25561439,+,24445
U6,1,25540049,25540112,+,64
snoU13,1,25545352,25545455,-,104
RHCE,1,25561327,25629270,-,67944
RP3-469D22.1,1,25597790,25598358,+,569
AL031284.1,1,25605309,25605367,+,59
TMEM57,1,25629975,25699287,+,69313
LDLRAP1,1,25742658,25767964,+,25307
RP11-70P17.1,1,25780556,25789434,+,8879
MAN1C1,1,25816546,25985285,+,168740
RP1-187B23.1,1,25843622,25858189,-,14568
SEPN1,1,25999254,26017300,+,18047
RP1-317E23.6,1,26010548,26022822,+,12275
RP1-317E23.3,1,26015827,26018850,-,3024
MTFR1L,1,26017718,26032019,+,14302
AL020996.1,1,26017799,26019875,-,2077
AUNIP,1,26031001,26058490,-,27490
RP1-125I3.2,1,26058691,26062498,+,3808
PAQR7,1,26060288,26070331,-,10044
Y_RNA,1,26076574,26076683,+,110
STMN1,1,26083259,26106069,-,22811
SNRPFP2,1,26086438,26086688,+,251
RP1-125I3.4,1,26088048,26088187,+,140
MIR3917,1,26105440,26105532,-,93
AL033528.1,1,26110827,26110900,+,74
PAFAH2,1,26158845,26197235,-,38391
U6,1,26163275,26163378,+,104
SCARNA17,1,26205084,26205208,+,125
SCARNA18,1,26205294,26205377,+,84
EXTL1,1,26218962,26235542,+,16581
SLC30A2,1,26236330,26245211,-,8882
TRIM63,1,26250382,26267514,-,17133
AL391650.1,1,26270656,26270755,+,100
PDIK1L,1,26310251,26324621,+,14371
FAM110D,1,26358098,26361706,+,3609
ZNF593,1,26368949,26371138,+,2190
RP11-96L14.7,1,26369025,26370899,-,1875
CNKSR1,1,26376481,26388964,+,12484
CATSPER4,1,26389639,26402046,+,12408
RP11-231P20.2,1,26408819,26428918,+,20100
CEP85,1,26433278,26477886,+,44609
SH3BGRL3,1,26478254,26480594,+,2341
UBXN11,1,26480406,26517441,-,37036
CD52,1,26517035,26519601,+,2567
AIM1L,1,26520937,26553208,-,32272
RP11-569G9.7,1,26525766,26526111,+,346
Metazoa_SRP,1,26547543,26547797,-,255
ZNF683,1,26560712,26573600,-,12889
LIN28A,1,26609856,26628800,+,18945
DHDDS,1,26631360,26670372,+,39013
RP3-476K8.4,1,26653731,26654265,-,535
RP3-476K8.3,1,26661834,26666360,-,4527
HMGN2,1,26671528,26675050,+,3523
DPPA2P2,1,26718432,26719328,-,897
RPS6KA1,1,26728839,26774108,+,45270
MIR1976,1,26753620,26753671,+,52
Metazoa_SRP,1,26792324,26792624,-,301
Y_RNA,1,26793018,26793119,-,102
RP11-492M19.3,1,26839455,26839692,-,238
snoU13,1,26841364,26841467,-,104
RP4-785J1.1,1,26846525,26846759,+,235
RP5-968P14.2,1,26891210,26893209,-,2000
ARID1A,1,26895111,26981182,+,86072
Metazoa_SRP,1,26962702,26962980,+,279
PIGV,1,26986550,26997476,+,10927
Metazoa_SRP,1,27013900,27014188,+,289
ZDHHC18,1,27025788,27056680,+,30893
SFN,1,27062220,27063534,+,1315
RP1-50O24.6,1,27075211,27077323,+,2113
GPN2,1,27078360,27089375,-,11016
GPATCH3,1,27089566,27099544,-,9979
NUDC,1,27099316,27145940,+,46625
NR0B2,1,27110567,27113044,-,2478
C1orf172,1,27148640,27159484,-,10845
RP11-344H11.4,1,27179243,27180053,+,811
RP11-344H11.5,1,27182706,27183102,+,397
OSTCP2,1,27184975,27185418,-,444
TRNP1,1,27192785,27199976,+,7192
FAM46B,1,27204098,27211914,-,7817
SLC9A1,1,27297893,27366059,-,68167
RP11-40H20.5,1,27375829,27376355,+,527
CHCHD3P3,1,27399912,27400551,-,640
RP11-40H20.2,1,27406008,27406874,+,867
SNRPEP7,1,27410343,27410562,+,220
RP11-40H20.4,1,27428184,27433430,-,5247
WDTC1,1,27433594,27507697,+,74104
Y_RNA,1,27454542,27454645,-,104
RP11-4K3__A.3,1,27510318,27510916,+,599
TMEM222,1,27521238,27535478,+,14241
RNU6-48,1,27524297,27524403,+,107
RP11-4K3__A.5,1,27524407,27524874,+,468
SYTL1,1,27541100,27553008,+,11909
MAP3K6,1,27554262,27565970,-,11709
FCN3,1,27568190,27573902,-,5713
CD164L2,1,27578253,27582457,-,4205
RP1-144C9.2,1,27588559,27589236,+,678
GPR3,1,27591735,27594905,+,3171
WASF2,1,27603317,27689256,-,85940
RP4-752I6.1,1,27656296,27658680,+,2385
RP1-159A19.4,1,27724903,27729659,+,4757
AHDC1,1,27733133,27803529,-,70397
FGR,1,27811162,27834375,-,23214
RP1-159A19.3,1,27848517,27848708,+,192
RP11-288L9.1,1,27859426,27861820,-,2395
IFI6,1,27865159,27871316,-,6158
RP11-288L9.4,1,27868566,27869374,+,809
U6,1,27874701,27874807,-,107
CHMP1AP1,1,27885908,27886569,-,662
U6,1,27892829,27892933,+,105
FAM76A,1,27925077,27962220,+,37144
RP3-426I6.2,1,27938189,27938537,+,349
RPEP3,1,27939052,27939727,+,676
STX12,1,27972281,28023550,+,51270
RP3-426I6.5,1,27972956,27973139,+,184
RP3-426I6.6,1,28019081,28019439,+,359
U6,1,28023636,28023741,+,106
PPP1R8,1,28029876,28050774,+,20899
SCARNA1,1,28033499,28033664,+,166
AL109927.1,1,28049672,28049842,-,171
THEMIS2,1,28071642,28085783,+,14142
RPA2,1,28090622,28113844,-,23223
SMPDL3B,1,28134091,28158255,+,24165
RP11-460I13.2,1,28137973,28159291,-,21319
XKR8,1,28158560,28167194,+,8635
EYA3,1,28169442,28287794,-,118353
RP11-460I13.6,1,28189256,28189622,-,367
EYA3-IT1,1,28228812,28230010,-,1199
Metazoa_SRP,1,28230984,28231278,-,295
RP5-1053E7.1,1,28294169,28295520,-,1352
RP5-1053E7.2,1,28308837,28309396,+,560
RP5-1053E7.3,1,28319547,28320419,-,873
U6,1,28341835,28341939,-,105
RNU7-29P,1,28343254,28343315,-,62
PTAFR,1,28346264,28393034,-,46771
AL353354.1,1,28399600,28399739,-,140
DNAJC8,1,28399655,28432123,-,32469
AL353354.2,1,28399657,28400006,+,350
ATPIF1,1,28435207,28446004,+,10798
SESN2,1,28458625,28481589,+,22965
MED18,1,28528100,28535063,+,6964
PHACTR4,1,28568701,28699468,+,130768
Y_RNA,1,28621653,28621753,-,101
RP1-308E4.1,1,28652639,28653032,+,394
U6atac,1,28680461,28680579,+,119
RCC1,1,28705042,28738399,+,33358
SNHG3,1,28705079,28709991,+,4913
SNORA73A,1,28706465,28706670,+,206
SNORA73B,1,28707658,28707861,+,204
snoU13,1,28716575,28716674,+,100
PRDX3P2,1,28725417,28726326,-,910
TRNAU1AP,1,28752184,28777638,+,25455
SNHG12,1,28777637,28782082,-,4446
SNORD99,1,28777848,28777921,-,74
SNORA61,1,28778863,28778992,-,130
SNORA44,1,28779480,28779611,-,132
SNORA16A,1,28780019,28780153,-,135
TAF12,1,28788422,28842184,-,53763
RAB42,1,28791299,28794542,+,3244
RP11-442N24__B.1,1,28842327,28847680,+,5354
RNU11,1,28847699,28847832,+,134
RNU11,1,28847699,28847829,+,131
GMEB1,1,28867831,28918452,+,50622
SCARNA24,1,28888764,28888893,+,130
YTHDF2,1,28935720,28968874,+,33155
OPRD1,1,29011241,29062795,+,51555
RP1-212P9.2,1,29066674,29070366,+,3693
RP1-212P9.3,1,29069582,29076435,-,6854
Y_RNA,1,29080825,29080934,-,110
EPB41,1,29086190,29319140,+,232951
RP4-604A21.1,1,29181377,29181707,-,331
Y_RNA,1,29184809,29184909,+,101
TMEM200B,1,29318527,29323034,-,4508
RP11-242O24.3,1,29343593,29346093,-,2501
SRSF4,1,29346842,29381086,-,34245
RP11-242O24.5,1,29351588,29352090,+,503
MECR,1,29391972,29430041,-,38070
RP11-467D18.2,1,29423032,29423915,+,884
PTPRU,1,29435615,29525912,+,90298
AL645859.1,1,29452641,29452782,-,142
RP3-437I16.1,1,29528719,29549213,-,20495
AL139151.1,1,29631580,29631661,+,82
RP11-810H18.1,1,29687292,29695992,-,8701
AC092265.1,1,29889979,29890112,-,134
RP4-656G21.1,1,29954285,29954981,-,697
AL645944.1,1,30130336,30130439,+,104
RP11-111I12.1,1,30259386,30283046,-,23661
RP5-893G23.1,1,30385697,30387041,+,1345
RP3-357I16.1,1,30471957,30472049,+,93
RP4-591L5.1,1,30654994,30657072,-,2079
RP4-591L5.2,1,30661259,30666542,+,5284
MATN1,1,30956711,30969021,-,12311
MATN1-AS1,1,30963527,30972261,+,8735
LAPTM5,1,30977903,31003254,-,25352
MIR4420,1,30984590,30984666,-,77
RP5-1125N11.1,1,31055812,31060987,-,5176
RP1-65J11.1,1,31069662,31079716,+,10055
7SK,1,31089257,31089544,+,288
RP1-65J11.5,1,31103592,31105688,+,2097
SDC3,1,31114901,31154195,-,39295
PUM1,1,31176940,31311425,-,134486
SNORD103A,1,31181122,31181207,-,86
SNORD103B,1,31194551,31194636,-,86
SNORD85,1,31213598,31213670,-,73
RP11-201O14.1,1,31282168,31282674,+,507
RP11-201O14.2,1,31296306,31296468,+,163
SEPW1P,1,31340421,31340992,-,572
RP11-490K7.1,1,31353622,31354057,-,436
NKAIN1,1,31425179,31484988,-,59810
SNRNP40,1,31505004,31542249,-,37246
RP11-490K7.4,1,31508679,31509115,-,437
ZCCHC17,1,31542429,31610370,+,67942
RP11-266K22.2,1,31578501,31592233,-,13733
FABP3,1,31611059,31622284,-,11226
SERINC2,1,31654999,31680112,+,25114
AC114494.1,1,31674779,31675201,-,423
RP11-439L8.2,1,31733023,31734364,-,1342
RNU6-4,1,31743006,31743112,-,107
RP11-439L8.3,1,31744428,31746754,+,2327
RP11-439L8.4,1,31756623,31762433,+,5811
RP11-73M7.1,1,31809773,31813761,-,3989
TINAGL1,1,31814703,31825875,+,11173
HCRTR1,1,31855874,31870706,+,14833
PEF1,1,31868050,31883084,-,15035
RP11-73M7.9,1,31882882,31887559,+,4678
RP11-73M7.6,1,31883177,31898126,+,14950
COL16A1,1,31890435,31942507,-,52073
BAI2,1,31965305,32003081,-,37777
MIR4254,1,31996848,31996923,-,76
RP11-84A19.3,1,32027318,32029510,+,2193
SPOCD1,1,32028610,32054239,-,25630
RP11-84A19.2,1,32080207,32093756,-,13550
RP11-84A19.4,1,32090101,32160029,-,69929
PTP4A2,1,32144609,32183044,-,38436
AL136115.1,1,32151761,32153332,+,1572
RP4-534N18.2,1,32171208,32172163,+,956
KHDRBS1,1,32252017,32299038,+,47022
RP11-277A4.4,1,32290479,32311662,-,21184
TMEM39B,1,32310219,32341054,+,30836
MIR5585,1,32325137,32325195,+,59
KPNA6,1,32346226,32414756,+,68531
RP4-622L5.2,1,32408921,32414756,+,5836
TXLNA,1,32417874,32436473,+,18600
CCDC28B,1,32438574,32443575,+,5002
RP4-622L5.7,1,32442957,32445002,-,2046
IQCC,1,32443823,32446875,+,3053
DCDC2B,1,32447282,32454384,+,7103
TMEM234,1,32452660,32460559,-,7900
EIF3I,1,32460116,32469792,+,9677
MTMR9LP,1,32469846,32479808,-,9963
FAM167B,1,32485421,32487044,+,1624
LCK,1,32489427,32524353,+,34927
Y_RNA,1,32524640,32524749,-,110
HDAC1,1,32530274,32571823,+,41550
MARCKSL1,1,32572020,32574567,-,2548
RP4-811H24.9,1,32587382,32588851,-,1470
TSSK3,1,32589709,32602500,+,12792
FAM229A,1,32599458,32602466,-,3009
BSDC1,1,32603291,32632919,-,29629
GAPDHP20,1,32640297,32641303,-,1007
LRRC37A12P,1,32661402,32664977,-,3576
Metazoa_SRP,1,32696023,32696320,+,298
RP1-27O5.3,1,32703245,32838980,+,135736
ZBTB8B,1,32703257,32726048,+,22792
ZBTB8A,1,32777615,32839178,+,61564
ZBTB8OS,1,32838360,32889091,-,50732
Y_RNA,1,32878139,32878240,+,102
RBBP4,1,32889330,32918845,+,29516
SYNC,1,32918094,32941784,-,23691
RP11-114B7.6,1,32955922,32963425,-,7504
KIAA1522,1,32980073,33013158,+,33086
YARS,1,33013427,33056341,-,42915
S100PBP,1,33054955,33097063,+,42109
FNDC5,1,33100456,33110670,-,10215
HPCA,1,33124182,33136629,+,12448
TMEM54,1,33132782,33139626,-,6845
AL031602.1,1,33164482,33164587,+,106
RNF19B,1,33174633,33202873,-,28241
FKSG48,1,33211855,33212229,+,375
RP4-803A2.1,1,33218130,33218660,+,531
RP4-803A2.2,1,33225140,33226421,+,1282
RP1-117O3.2,1,33225263,33270657,+,45395
AK2,1,33246172,33319184,-,73013
ADC,1,33319292,33358718,+,39427
TRIM62,1,33383590,33420247,-,36658
ZNF362,1,33494733,33538907,+,44175
RP11-415J8.7,1,33499400,33499868,+,469
AL513327.1,1,33537562,33538907,+,1346
A3GALT2P,1,33544954,33551078,-,6125
RP11-415J8.3,1,33545554,33564231,+,18678
PHC2,1,33561811,33669240,-,107430
MIR3605,1,33570581,33570680,-,100
7SK,1,33574754,33575052,-,299
RP11-415J8.5,1,33588540,33601433,+,12894
AL138837.1,1,33680213,33680299,-,87
TLR12P,1,33704437,33707142,+,2706
ZSCAN20,1,33710833,33734694,+,23862
RP4-580O19.2,1,33750195,33750930,+,736
CSMD2,1,33752196,34404030,-,651835
HSPD1P14,1,34076711,34078328,+,1618
HMGB4,1,34098663,34102979,+,4317
RP5-1007G16.1,1,34107141,34123646,+,16506
RNA5SP42,1,34351137,34351251,+,115
C1orf94,1,34405071,34457319,+,52249
AC115286.1,1,34414054,34414137,-,84
MIR552,1,34907787,34907882,-,96
SMIM12,1,34950925,35098004,-,147080
GJB5,1,34993235,34996700,+,3466
GJB4,1,34997929,35001912,+,3984
RP1-34M23.5,1,34999614,35026285,-,26672
AL121988.1,1,35016749,35016832,-,84
GJB3,1,35019377,35024557,+,5181
GJA4,1,35031186,35033935,+,2750
SMIM12-AS1,1,35088882,35089743,+,862
DLGAP3,1,35103624,35167773,-,64150
SNORD112,1,35181944,35182012,+,69
RP11-244H3.1,1,35212544,35223501,-,10958
ZMYM6,1,35219721,35270156,-,50436
ZMYM6NB,1,35219723,35223541,-,3819
RP11-248I9.2,1,35291656,35297459,+,5804
ZMYM1,1,35297974,35354047,+,56074
EFCAB14P1,1,35360210,35360672,+,463
SFPQ,1,35414566,35431336,-,16771
Y_RNA,1,35434157,35434250,+,94
Metazoa_SRP,1,35502410,35502670,-,261
ZMYM4,1,35507155,35660246,+,153092
Metazoa_SRP,1,35530388,35530686,-,299
SNORA62,1,35548462,35548613,+,152
RP4-765A10.1,1,35588910,35589795,+,886
ZMYM4-AS1,1,35597010,35604265,-,7256
RNY5P1,1,35666004,35666081,-,78
KIAA0319L,1,35671678,35796138,-,124461
RP4-728D4.3,1,35747930,35749626,+,1697
NCDN,1,35795661,35805462,+,9802
RP4-728D4.2,1,35808001,35815917,-,7917
TFAP2E,1,35811558,35833516,+,21959
RP5-983H21.3,1,35830564,35831843,+,1280
PSMB2,1,35839772,35880032,-,40261
Metazoa_SRP,1,35944213,35944462,-,250
C1orf216,1,35952063,35957660,-,5598
CLSPN,1,35958406,36008155,-,49750
RP11-435D7.3,1,35977577,35981764,+,4188
EIF2C4,1,36046360,36096078,+,49719
EIF2C1,1,36107996,36167798,+,59803
EIF2C3,1,36168906,36294650,+,125745
RP4-665N4.4,1,36318254,36320510,-,2257
TEKT2,1,36322263,36326463,+,4201
ADPRHL2,1,36327063,36332120,+,5058
COL8A2,1,36333424,36363408,-,29985
TRAPPC3,1,36374760,36387685,-,12926
MAP7D1,1,36393767,36419037,+,25271
Metazoa_SRP,1,36430103,36430356,+,254
THRAP3,1,36462604,36543545,+,80942
UBE2V2P4,1,36480086,36480344,-,259
SH3D21,1,36544575,36563071,+,18497
EVA1B,1,36560219,36562342,-,2124
AL591845.1,1,36561922,36567405,+,5484
STK40,1,36577812,36624084,-,46273
LSM10,1,36629426,36636080,-,6655
U4,1,36640909,36641047,-,139
OSCP1,1,36654015,36688673,-,34659
SNORA63,1,36656638,36656766,-,129
MRPS15,1,36693906,36702625,-,8720
CSF3R,1,36704231,36721466,-,17236
FTLP18,1,36868523,36869045,+,523
RP4-614N24.1,1,37011328,37013956,+,2629
GRIK3,1,37033715,37272317,-,238603
MIR4255,1,37399751,37399822,+,72
U6,1,37441798,37441904,+,107
RP5-1180C18.1,1,37500927,37563288,-,62362
RNA5SP43,1,37502865,37502974,-,110
RP5-1090E8.1,1,37569040,37569184,+,145
RP11-422J8.1,1,37693067,37712599,-,19533
ZC3H12A,1,37712740,37722567,+,9828
MEAF6,1,37730763,37752962,-,22200
MIR5581,1,37739123,37739182,-,60
SNIP1,1,37774729,37792490,-,17762
FTH1P1,1,37782951,37783482,+,532
RP3-423B22.5,1,37794430,37794695,+,266
DNALI1,1,37795107,37805045,+,9939
GNL2,1,37805004,37834123,-,29120
RSPO1,1,37849538,37873182,-,23645
C1orf109,1,37919829,37930501,-,10673
CDCA8,1,37930677,37947978,+,17302
EPHA10,1,37952139,38003392,-,51254
Y_RNA,1,37976214,37976313,-,100
snoU13,1,37988461,37988561,+,101
ACTN4P2,1,38014929,38017677,+,2749
RP11-109P14.2,1,38020716,38021144,-,429
MANEAL,1,38032061,38039396,+,7336
RP11-109P14.9,1,38037979,38039138,-,1160
YRDC,1,38041203,38046444,-,5242
C1orf122,1,38045238,38047713,+,2476
MTF1,1,38052438,38097879,-,45442
AL929472.1,1,38064819,38066473,-,1655
RP11-109P14.8,1,38079245,38079935,+,691
INPP5B,1,38098956,38185316,-,86361
RP11-109P14.10,1,38098956,38099839,+,884
SNORA63,1,38122496,38122576,+,81
U6,1,38123282,38123376,+,95
SF3A3,1,38195234,38229180,-,33947
U6,1,38229721,38229828,+,108
FHL3,1,38235029,38243865,-,8837
UTP11L,1,38247517,38263083,+,15567
POU3F1,1,38282110,38285037,-,2928
RP5-884C9.2,1,38285573,38357284,+,71712
RP5-884C9.3,1,38318831,38319170,-,340
MIR3659,1,38327490,38327588,+,99
RP11-214L19.1,1,38447293,38453026,-,5734
U6,1,38634918,38635024,+,107
RP11-329N22.1,1,38713455,38714743,+,1289
RP11-334L9.1,1,38947190,38949149,+,1960
RRAGC,1,39076457,39098082,-,21626
RP5-864K19.4,1,39098259,39157655,+,59397
MYCBP,1,39101223,39119876,-,18654
GJA9,1,39102762,39119876,-,17115
RHBDL2,1,39124066,39180058,-,55993
U6,1,39165129,39165236,+,108
Y_RNA,1,39189084,39189184,-,101
RP11-781D11.1,1,39196534,39197184,-,651
AKIRIN1,1,39229482,39244318,+,14837
NDUFS5,1,39264577,39272895,+,8319
MACF1,1,39319575,39725436,+,405862
U6,1,39359199,39359302,-,104
RNA5SP44,1,39392423,39392555,-,133
RP11-416A14.1,1,39444771,39445216,+,446
RP11-420K8.1,1,39488097,39495908,-,7812
RP11-420K8.2,1,39542553,39543157,-,605
KIAA0754,1,39648738,39654741,+,6004
BMP8A,1,39729905,39764194,+,34290
OXCT2P1,1,39753215,39754749,+,1535
RP11-69E11.4,1,39760539,39784446,-,23908
PPIEL,1,39770097,39796966,-,26870
PABPC4,1,39799075,39815049,-,15975
RP11-15J6.1,1,39803419,39811462,+,8044
SNORA55,1,39805633,39805767,-,135
HEYL,1,39862412,39878204,-,15793
RP1-144F13.3,1,39871675,39872162,+,488
NT5C1A,1,39897380,39910297,-,12918
HPCAL4,1,39916907,39929948,-,13042
PPIE,1,39930441,40002173,+,71733
RP1-144F13.4,1,39956287,39956854,+,568
U7,1,39961825,39961886,-,62
BMP8B,1,39995441,40027120,-,31680
OXCT2,1,40007782,40009607,-,1826
RP1-118J21.25,1,40027235,40028430,+,1196
RP1-118J21.24,1,40034102,40034255,-,154
TRIT1,1,40079295,40121770,-,42476
Y_RNA,1,40119825,40119937,-,113
MYCL1,1,40133685,40140515,-,6831
RP1-118J21.5,1,40136004,40137357,+,1354
Y_RNA,1,40183149,40183257,-,109
MFSD2A,1,40193389,40208225,+,14837
RP3-342P20.2,1,40200939,40201663,+,725
CAP1,1,40278492,40310908,+,32417
PPT1,1,40310966,40335962,-,24997
RP11-115D7.3,1,40371023,40371707,+,685
RLF,1,40399632,40479180,+,79549
U6,1,40416102,40416208,+,107
TMCO2,1,40484206,40489950,+,5745
RP1-39G22.7,1,40494686,40496226,-,1541
ZMPSTE24,1,40496366,40532443,+,36078
RP1-39G22.4,1,40500931,40501243,-,313
RP1-39G22.5,1,40520573,40521764,+,1192
COL9A2,1,40538746,40556075,-,17330
RP1-228H13.1,1,40571335,40571817,-,483
SMAP2,1,40583109,40661585,+,78477
RP1-228H13.2,1,40603025,40603442,+,418
ZFP69B,1,40688361,40701977,+,13617
RP1-228H13.5,1,40702578,40705023,+,2446
ZFP69,1,40715474,40734602,+,19129
RP11-656D10.3,1,40731416,40746920,-,15505
EXO5,1,40747000,40754815,+,7816
